City/Municipality,Month,Year,Alive,Death,Cases
GENERAL TRIAS,September,2019,487,1.0,488.0
GENERAL TRIAS,October,2019,331,1.0,332.0
GENERAL TRIAS,November,2019,160,2.0,162.0
GENERAL TRIAS,December,2019,115,0.0,115.0
GENERAL TRIAS,January,2020,139,1.0,140.0
GENERAL TRIAS,February,2020,45,0.0,45.0
GENERAL TRIAS,March,2020,16,0.0,16.0
GENERAL TRIAS,April,2020,2,0.0,2.0
GENERAL TRIAS,May,2020,1,0.0,1.0
GENERAL TRIAS,June,2020,1,0.0,1.0
GENERAL TRIAS,July,2020,5,0.0,5.0
GENERAL TRIAS,August,2020,4,0.0,4.0
GENERAL TRIAS,September,2020,9,0.0,9.0
GENERAL TRIAS,October,2020,22,0.0,22.0
GENERAL TRIAS,November,2020,26,0.0,26.0
GENERAL TRIAS,December,2020,38,0.0,38.0
GENERAL TRIAS,January,2021,83,0.0,83.0
GENERAL TRIAS,February,2021,40,1.0,41.0
GENERAL TRIAS,March,2021,24,0.0,24.0
GENERAL TRIAS,April,2021,7,0.0,7.0
GENERAL TRIAS,May,2021,5,0.0,5.0
GENERAL TRIAS,June,2021,1,0.0,1.0
GENERAL TRIAS,July,2021,6,0.0,6.0
GENERAL TRIAS,August,2021,1,0.0,1.0
GENERAL TRIAS,September,2021,9,0.0,9.0
GENERAL TRIAS,October,2021,8,0.0,8.0
GENERAL TRIAS,November,2021,26,0.0,26.0
GENERAL TRIAS,December,2021,15,0.0,15.0
GENERAL TRIAS,January,2022,10,0.0,10.0
GENERAL TRIAS,February,2022,12,0.0,12.0
GENERAL TRIAS,March,2022,4,0.0,4.0
GENERAL TRIAS,April,2022,3,0.0,3.0
GENERAL TRIAS,May,2022,14,0.0,14.0
GENERAL TRIAS,June,2022,41,0.0,41.0
GENERAL TRIAS,July,2022,108,0.0,108.0
GENERAL TRIAS,August,2022,163,1.0,164.0
GENERAL TRIAS,September,2022,107,0.0,107.0
GENERAL TRIAS,October,2022,107,0.0,107.0
GENERAL TRIAS,November,2022,81,0.0,81.0
GENERAL TRIAS,December,2022,56,0.0,56.0
GENERAL TRIAS,January,2023,73,0.0,73.0
GENERAL TRIAS,February,2023,32,0.0,32.0
GENERAL TRIAS,March,2023,26,0.0,26.0
GENERAL TRIAS,April,2023,25,0.0,25.0
GENERAL TRIAS,May,2023,13,0.0,13.0
GENERAL TRIAS,June,2023,30,0.0,30.0
GENERAL TRIAS,July,2023,29,0.0,29.0
GENERAL TRIAS,August,2023,23,0.0,23.0
GENERAL TRIAS,September,2023,46,0.0,46.0
GENERAL TRIAS,October,2023,78,0.0,78.0
GENERAL TRIAS,November,2023,61,1.0,62.0
GENERAL TRIAS,December,2023,40,0.0,40.0
GENERAL TRIAS,January,2024,53,0.0,53.0
GENERAL TRIAS,February,2024,40,0.0,40.0
GENERAL TRIAS,March,2024,22,0.0,22.0
GENERAL TRIAS,April,2024,6,0.0,6.0
GENERAL TRIAS,May,2024,14,0.0,14.0
GENERAL TRIAS,June,2024,30,1.0,31.0
GENERAL TRIAS,July,2024,111,0.0,111.0
GENERAL TRIAS,August,2024,179,0.0,179.0
GENERAL TRIAS,September,2024,213,1.0,214.0
GENERAL TRIAS,October,2024,317,2.0,319.0
GENERAL TRIAS,November,2024,417,4.0,421.0
GENERAL TRIAS,December,2024,271,2.0,273.0
IMUS,January,2014,72,0.0,72.0
IMUS,February,2014,23,0.0,23.0
IMUS,March,2014,16,0.0,16.0
IMUS,April,2014,2,0.0,2.0
IMUS,May,2014,6,0.0,6.0
IMUS,June,2014,9,0.0,9.0
IMUS,July,2014,11,0.0,11.0
IMUS,August,2014,35,0.0,35.0
IMUS,September,2014,36,0.0,36.0
IMUS,October,2014,72,0.0,72.0
IMUS,November,2014,93,0.0,93.0
IMUS,December,2014,54,1.0,55.0
IMUS,January,2015,95,0.0,95.0
IMUS,February,2015,64,0.0,64.0
IMUS,March,2015,64,0.0,64.0
IMUS,April,2015,64,0.0,64.0
IMUS,May,2015,12,0.0,12.0
IMUS,June,2015,23,0.0,23.0
IMUS,July,2015,45,0.0,45.0
IMUS,August,2015,70,0.0,70.0
IMUS,September,2015,189,0.0,189.0
IMUS,October,2015,427,0.0,427.0
IMUS,November,2015,365,1.0,366.0
IMUS,December,2015,102,0.0,102.0
IMUS,January,2016,108,0.0,108.0
IMUS,February,2016,49,0.0,49.0
IMUS,March,2016,37,0.0,37.0
IMUS,April,2016,15,0.0,15.0
IMUS,May,2016,10,0.0,10.0
IMUS,June,2016,20,0.0,20.0
IMUS,July,2016,39,0.0,39.0
IMUS,August,2016,79,0.0,79.0
IMUS,September,2016,79,0.0,79.0
IMUS,October,2016,89,0.0,89.0
IMUS,November,2016,63,0.0,63.0
IMUS,December,2016,61,0.0,61.0
IMUS,January,2017,61,1.0,62.0
IMUS,February,2017,53,0.0,53.0
IMUS,March,2017,40,1.0,41.0
IMUS,April,2017,19,0.0,19.0
IMUS,May,2017,13,0.0,13.0
IMUS,June,2017,21,0.0,21.0
IMUS,July,2017,55,0.0,55.0
IMUS,August,2017,71,0.0,71.0
IMUS,September,2017,66,0.0,66.0
IMUS,October,2017,92,0.0,92.0
IMUS,November,2017,161,0.0,161.0
IMUS,December,2017,118,0.0,118.0
IMUS,January,2018,131,0.0,131.0
IMUS,February,2018,74,0.0,74.0
IMUS,March,2018,36,1.0,37.0
IMUS,April,2018,15,1.0,16.0
IMUS,May,2018,15,0.0,15.0
IMUS,June,2018,22,0.0,22.0
IMUS,July,2018,25,0.0,25.0
IMUS,August,2018,47,0.0,47.0
IMUS,September,2018,100,2.0,102.0
IMUS,October,2018,176,1.0,177.0
IMUS,November,2018,177,0.0,177.0
IMUS,December,2018,126,0.0,126.0
IMUS,January,2019,127,0.0,127.0
IMUS,February,2019,88,0.0,88.0
IMUS,March,2019,30,0.0,30.0
IMUS,April,2019,17,0.0,17.0
IMUS,May,2019,11,0.0,11.0
IMUS,June,2019,30,0.0,30.0
IMUS,July,2019,234,1.0,235.0
IMUS,August,2019,410,1.0,411.0
IMUS,September,2019,602,1.0,603.0
IMUS,October,2019,426,3.0,429.0
IMUS,November,2019,340,0.0,340.0
IMUS,December,2019,257,3.0,260.0
IMUS,January,2020,289,0.0,289.0
IMUS,February,2020,120,0.0,120.0
IMUS,March,2020,41,0.0,41.0
IMUS,April,2020,1,0.0,1.0
IMUS,May,2020,6,0.0,6.0
IMUS,June,2020,3,0.0,3.0
IMUS,July,2020,7,0.0,7.0
IMUS,August,2020,5,0.0,5.0
IMUS,September,2020,10,0.0,10.0
IMUS,October,2020,9,0.0,9.0
IMUS,November,2020,25,0.0,25.0
IMUS,December,2020,34,1.0,35.0
IMUS,January,2021,70,1.0,71.0
IMUS,February,2021,40,0.0,40.0
IMUS,March,2021,29,1.0,30.0
IMUS,April,2021,30,0.0,30.0
IMUS,May,2021,11,0.0,11.0
IMUS,June,2021,21,0.0,21.0
IMUS,July,2021,30,0.0,30.0
IMUS,August,2021,19,0.0,19.0
IMUS,September,2021,15,0.0,15.0
IMUS,October,2021,63,0.0,63.0
IMUS,November,2021,121,0.0,121.0
IMUS,December,2021,89,0.0,89.0
IMUS,January,2022,21,0.0,21.0
IMUS,February,2022,39,0.0,39.0
IMUS,March,2022,18,0.0,18.0
IMUS,April,2022,35,0.0,35.0
IMUS,May,2022,31,0.0,31.0
IMUS,June,2022,69,0.0,69.0
IMUS,July,2022,187,0.0,187.0
IMUS,August,2022,264,0.0,264.0
IMUS,September,2022,184,0.0,184.0
IMUS,October,2022,184,0.0,184.0
IMUS,November,2022,146,0.0,146.0
IMUS,December,2022,90,0.0,90.0
IMUS,January,2023,126,0.0,126.0
IMUS,February,2023,76,0.0,76.0
IMUS,March,2023,60,0.0,60.0
IMUS,April,2023,66,0.0,66.0
IMUS,May,2023,36,0.0,36.0
IMUS,June,2023,66,0.0,66.0
IMUS,July,2023,33,0.0,33.0
IMUS,August,2023,47,0.0,47.0
IMUS,September,2023,57,0.0,57.0
IMUS,October,2023,142,0.0,142.0
IMUS,November,2023,190,0.0,190.0
IMUS,December,2023,107,0.0,107.0
IMUS,January,2024,89,0.0,89.0
IMUS,February,2024,42,0.0,42.0
IMUS,March,2024,23,0.0,23.0
IMUS,April,2024,26,0.0,26.0
IMUS,May,2024,10,0.0,10.0
IMUS,June,2024,14,0.0,14.0
IMUS,July,2024,112,0.0,112.0
IMUS,August,2024,242,1.0,243.0
IMUS,September,2024,285,2.0,287.0
IMUS,October,2024,450,2.0,452.0
IMUS,November,2024,555,1.0,556.0
IMUS,December,2024,486,0.0,486.0
INDANG,January,2014,1,0.0,1.0
INDANG,February,2014,1,0.0,1.0
INDANG,March,2014,0,0.0,0.0
INDANG,April,2014,0,0.0,0.0
INDANG,May,2014,2,0.0,2.0
INDANG,June,2014,1,0.0,1.0
INDANG,July,2014,6,0.0,6.0
INDANG,August,2014,5,0.0,5.0
INDANG,September,2014,7,0.0,7.0
INDANG,October,2014,2,0.0,2.0
INDANG,November,2014,6,0.0,6.0
INDANG,December,2014,4,0.0,4.0
INDANG,January,2015,5,0.0,5.0
INDANG,February,2015,3,0.0,3.0
INDANG,March,2015,3,0.0,3.0
INDANG,April,2015,3,0.0,3.0
INDANG,May,2015,5,0.0,5.0
INDANG,June,2015,10,1.0,11.0
INDANG,July,2015,28,0.0,28.0
INDANG,August,2015,36,0.0,36.0
INDANG,September,2015,46,1.0,47.0
INDANG,October,2015,49,0.0,49.0
INDANG,November,2015,32,0.0,32.0
INDANG,December,2015,14,0.0,14.0
INDANG,January,2016,7,0.0,7.0
INDANG,February,2016,6,0.0,6.0
INDANG,March,2016,6,0.0,6.0
INDANG,April,2016,4,0.0,4.0
INDANG,May,2016,1,0.0,1.0
INDANG,June,2016,7,0.0,7.0
INDANG,July,2016,17,0.0,17.0
INDANG,August,2016,29,0.0,29.0
INDANG,September,2016,17,0.0,17.0
INDANG,October,2016,10,0.0,10.0
INDANG,November,2016,2,0.0,2.0
INDANG,December,2016,3,0.0,3.0
INDANG,January,2017,6,0.0,6.0
INDANG,February,2017,8,0.0,8.0
INDANG,March,2017,11,0.0,11.0
INDANG,April,2017,4,0.0,4.0
INDANG,May,2017,4,0.0,4.0
INDANG,June,2017,10,0.0,10.0
INDANG,July,2017,18,0.0,18.0
INDANG,August,2017,20,0.0,20.0
INDANG,September,2017,23,0.0,23.0
INDANG,October,2017,18,0.0,18.0
INDANG,November,2017,5,0.0,5.0
INDANG,December,2017,3,0.0,3.0
INDANG,January,2018,16,0.0,16.0
INDANG,February,2018,14,0.0,14.0
INDANG,March,2018,10,0.0,10.0
INDANG,April,2018,7,0.0,7.0
INDANG,May,2018,3,0.0,3.0
INDANG,June,2018,6,0.0,6.0
INDANG,July,2018,10,0.0,10.0
INDANG,August,2018,9,0.0,9.0
INDANG,September,2018,13,0.0,13.0
INDANG,October,2018,11,0.0,11.0
INDANG,November,2018,13,0.0,13.0
INDANG,December,2018,10,0.0,10.0
INDANG,January,2019,13,0.0,13.0
INDANG,February,2019,10,0.0,10.0
INDANG,March,2019,4,0.0,4.0
INDANG,April,2019,5,0.0,5.0
INDANG,May,2019,7,0.0,7.0
INDANG,June,2019,55,0.0,55.0
INDANG,July,2019,116,1.0,117.0
INDANG,August,2019,86,0.0,86.0
INDANG,September,2019,73,0.0,73.0
INDANG,October,2019,35,1.0,36.0
INDANG,November,2019,8,0.0,8.0
INDANG,December,2019,8,0.0,8.0
INDANG,January,2020,12,0.0,12.0
INDANG,February,2020,3,0.0,3.0
INDANG,March,2020,2,0.0,2.0
INDANG,April,2020,0,0.0,0.0
INDANG,May,2020,0,0.0,0.0
INDANG,June,2020,1,0.0,1.0
INDANG,July,2020,0,0.0,0.0
INDANG,August,2020,0,0.0,0.0
INDANG,September,2020,0,0.0,0.0
INDANG,October,2020,2,0.0,2.0
INDANG,November,2020,3,0.0,3.0
INDANG,December,2020,2,0.0,2.0
INDANG,January,2021,4,0.0,4.0
INDANG,February,2021,0,0.0,0.0
INDANG,March,2021,2,0.0,2.0
INDANG,April,2021,0,0.0,0.0
INDANG,May,2021,3,0.0,3.0
INDANG,June,2021,1,0.0,1.0
INDANG,July,2021,3,0.0,3.0
INDANG,August,2021,1,0.0,1.0
INDANG,September,2021,1,0.0,1.0
INDANG,October,2021,0,0.0,0.0
INDANG,November,2021,0,0.0,0.0
